year,victim.state,action.Malware,action.Hacking,action.Social,action.Physical,action.Misuse,action.Error,action.Environmental,action.Unknown,victim.industry.name,pattern,,victim.industry.name,pattern
2012,OR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,CA,0,0,0,1,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,FL,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2013,MI,0,0,0,1,0,0,0,0,Retail ,Lost and Stolen Assets,,,
2012,FL,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NY,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,NY,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,CA,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2012,NY,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,TN,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,UT,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,TX,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2015,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,AL,1,0,0,0,0,0,0,0,Real Estate ,Crimeware,,,
2012,FL,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2010,OR,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2011,NA,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2013,AZ,0,0,0,0,1,0,0,0,Retail ,Privilege Misuse,,,
2014,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,DC,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,CA,0,1,0,0,0,0,0,0,Professional ,Everything Else,,,
2012,NA,0,1,0,0,0,0,0,0,Educational ,Denial of Service,,,
2014,NA,0,1,0,0,0,0,0,0,Public ,Denial of Service,,,
2013,CA,0,0,0,1,0,0,0,0,Public ,Everything Else,,,
2013,TX,1,1,0,0,0,0,0,0,Accomodation ,Point of Sale,,,
2012,NA,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2014,KY,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2013,NA,1,1,1,0,0,0,0,0,Professional ,Cyber-Espionage,,,
2013,NA,1,1,1,0,0,0,0,0,Transportation ,Cyber-Espionage,,,
2015,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2006,NA,0,0,0,0,0,0,0,1,Information ,Everything Else,,,
2013,IA,0,1,0,0,0,0,0,0,Accomodation ,Point of Sale,,,
2012,DC,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2013,NA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2012,NA,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2014,CA,0,1,1,0,0,0,0,0,Professional ,Web Applications,,,
2009,CA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,GA,0,1,0,0,0,0,0,0,Accomodation ,Everything Else,,,
2013,CO,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NY,0,1,0,0,0,0,0,0,Utilities ,Everything Else,,,
2013,NY,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2012,MN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Retail ,Web Applications,,,
2011,NY,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2009,NJ,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2011,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2014,NA,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2013,LA,0,0,0,0,0,1,0,0,Professional ,Miscellaneous Errors,,,
2014,MI,0,1,0,0,0,0,0,0,Accomodation ,Everything Else,,,
2013,NA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2013,VT,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2010,MD,0,0,0,1,0,0,0,0,Other Services ,Lost and Stolen Assets,,,
1998,DC,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,MA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2015,NY,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2011,NA,0,0,0,0,1,0,0,0,Information ,Privilege Misuse,,,
2010,NE,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,MA,0,0,0,1,0,0,0,0,Management ,Payment Card Skimmers,,,
2014,NA,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2015,CA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2012,NJ,0,1,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2010,NE,0,0,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Denial of Service,,,
2012,OR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,NA,0,1,0,0,0,0,0,0,Educational ,Denial of Service,,,
2013,MI,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2014,UT,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2014,NA,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2014,OR,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2015,TX,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,IL,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2015,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2011,NE,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2010,TX,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NY,0,1,1,0,0,0,0,0,Other Services ,Web Applications,,,
2010,TX,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2006,NA,0,0,0,0,0,0,0,1,Information ,Everything Else,,,
2015,OR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,AR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,VA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NY,0,0,0,1,0,0,0,0,Transportation ,Payment Card Skimmers,,,
2012,NA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2012,PA,0,0,0,1,0,0,0,0,Manufacturing ,Lost and Stolen Assets,,,
2001,DC,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,FL,0,0,0,0,1,0,0,0,Information ,Privilege Misuse,,,
2012,NA,0,1,0,0,0,0,0,0,Educational ,Denial of Service,,,
2013,SD,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,WA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2011,NA,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2013,IL,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2015,NA,0,1,0,0,0,0,0,0,Finance ,Web Applications,,,
2013,TX,0,0,0,1,0,0,0,0,Accomodation ,Lost and Stolen Assets,,,
2012,MA,0,1,0,0,0,0,0,0,Administrative ,Web Applications,,,
2013,NY,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2010,MO,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,MD,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
1971,PA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2010,CT,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2014,NA,0,1,0,0,0,0,0,0,Finance ,Denial of Service,,,
2014,PA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,NY,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,0,1,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,FL,0,0,1,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2007,MD,0,0,0,0,1,0,0,0,Professional ,Privilege Misuse,,,
2012,AZ,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2014,NA,0,1,0,0,0,0,0,0,Other Services ,Denial of Service,,,
2012,NA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2010,MO,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,MI,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2010,AR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NA,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2010,MA,0,0,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2013,WA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2012,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2012,PA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2015,NA,1,0,0,0,0,0,0,0,Unknown,Crimeware,,,
2011,NH,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,FL,0,0,0,1,0,0,0,0,Administrative ,Lost and Stolen Assets,,,
2007,NA,0,0,0,1,0,0,0,0,Finance ,Lost and Stolen Assets,,,
2007,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2013,SC,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2011,IL,0,1,0,0,0,0,0,0,Professional ,Everything Else,,,
2010,MO,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,IL,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,UT,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2010,MN,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2013,MI,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2012,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Denial of Service,,,
2011,DC,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2011,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2015,CO,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2011,IN,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,NA,0,1,0,0,0,0,0,0,Other Services ,Web Applications,,,
2011,FL,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2012,NA,0,1,0,0,0,0,0,0,Other Services ,Everything Else,,,
2013,IL,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2013,PA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2015,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,CA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2012,OK,0,0,0,0,0,1,0,0,Mining ,Miscellaneous Errors,,,
2012,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2013,NA,0,0,0,0,0,0,0,1,Finance ,Everything Else,,,
2012,GA,0,0,0,0,1,0,0,0,Administrative ,Privilege Misuse,,,
2010,AR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,PA,0,0,0,0,1,0,0,0,Administrative ,Privilege Misuse,,,
2013,NA,1,0,0,0,0,0,0,0,Healthcare ,Crimeware,,,
2014,OK,0,0,0,0,1,0,0,0,Educational ,Privilege Misuse,,,
2012,MD,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2010,MN,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2011,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2014,AL,0,1,0,0,0,0,0,0,Trade ,Everything Else,,,
2014,NA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2013,CT,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2012,IN,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2013,WA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2009,AL,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2008,NY,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2012,NY,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,TN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,GA,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2014,NA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2013,NH,0,0,0,1,0,0,0,0,Trade ,Lost and Stolen Assets,,,
2013,DE,0,0,0,0,1,0,0,0,Educational ,Privilege Misuse,,,
2013,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,OR,0,0,0,1,0,0,0,0,Manufacturing ,Lost and Stolen Assets,,,
2015,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2012,MD,0,0,0,0,0,1,0,0,Other Services ,Miscellaneous Errors,,,
2012,NE,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2012,NY,0,1,0,0,0,0,0,0,Professional ,Web Applications,,,
2013,NA,0,0,0,0,0,1,0,0,Entertainment ,Miscellaneous Errors,,,
2013,NY,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,NA,0,0,0,1,0,0,0,0,Entertainment ,Lost and Stolen Assets,,,
2014,CA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,SC,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,MA,1,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2012,DC,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2012,FL,0,0,0,0,0,1,0,0,Unknown,Lost and Stolen Assets,,,
2013,NY,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2010,NM,0,0,0,1,0,1,0,0,Public ,Lost and Stolen Assets,,,
2014,IA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,MI,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2014,LA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2006,CA,0,0,0,0,1,0,0,0,Retail ,Privilege Misuse,,,
2013,VA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,FL,0,0,0,0,1,0,0,0,Trade ,Privilege Misuse,,,
2015,CA,0,0,0,0,1,0,0,0,Professional ,Privilege Misuse,,,
2013,AZ,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2013,VA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2009,FL,0,0,0,0,1,0,0,0,Retail ,Privilege Misuse,,,
2014,GA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NJ,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,MA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2012,IN,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,VA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,TX,0,0,0,1,0,0,0,0,Retail ,Payment Card Skimmers,,,
2014,NA,0,0,0,1,0,0,0,0,Retail ,Everything Else,,,
2011,WA,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NY,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,MN,0,0,0,0,0,0,0,1,Finance ,Everything Else,,,
2012,NY,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2012,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2014,IL,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,HI,1,1,0,0,0,0,0,0,Healthcare ,Crimeware,,,
2013,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,TX,0,1,0,0,0,0,0,0,Healthcare ,Web Applications,,,
2008,NA,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2013,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,LA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,CA,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2010,CA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2014,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,MS,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2014,TX,0,0,0,0,0,1,0,0,Retail ,Lost and Stolen Assets,,,
2011,VA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2015,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2015,LA,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2012,MO,0,0,0,0,1,0,0,0,Educational ,Privilege Misuse,,,
2013,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2010,GA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2010,AR,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2013,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,PA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2014,CT,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2012,MA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2009,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NH,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,IN,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,1,0,0,0,0,0,0,Professional ,Everything Else,,,
2010,PA,0,0,0,0,0,1,0,0,Finance ,Lost and Stolen Assets,,,
2008,NA,1,1,0,0,0,0,0,0,Professional ,Everything Else,,,
2013,CA,0,0,0,0,0,0,0,1,Finance ,Everything Else,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,NA,0,1,0,0,0,0,0,0,Administrative ,Everything Else,,,
2013,IL,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2010,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,FL,0,0,0,0,0,0,0,1,Public ,Everything Else,,,
2010,TX,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,CA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,TN,1,1,0,0,0,0,0,0,Accomodation ,Point of Sale,,,
2012,OH,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,CA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2014,DC,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2014,CA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2012,PR,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,MD,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2015,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,NA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2011,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2010,CA,0,0,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2012,AZ,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2010,MS,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,OR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2015,VA,0,0,0,1,0,0,0,0,Retail ,Payment Card Skimmers,,,
2013,OR,0,0,0,0,1,0,0,0,Unknown,Privilege Misuse,,,
2011,TX,1,0,0,0,0,0,0,0,Accomodation ,Point of Sale,,,
2011,AZ,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,FL,0,0,0,1,0,0,0,0,Administrative ,Lost and Stolen Assets,,,
2013,CA,1,0,0,0,0,0,0,0,Accomodation ,Crimeware,,,
2014,VA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,KY,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NY,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2015,NA,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2013,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,AL,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,MI,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,MI,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,CA,1,0,0,0,0,0,0,0,Healthcare ,Crimeware,,,
2011,NA,0,1,0,0,0,0,0,0,Other Services ,Everything Else,,,
2011,WA,0,0,0,0,0,0,0,1,Other Services ,Everything Else,,,
2012,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,CA,0,1,0,0,0,0,0,0,Professional ,Web Applications,,,
2011,KS,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,0,1,1,0,0,0,0,Finance ,Everything Else,,,
2010,NE,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,MD,0,0,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2005,MA,0,1,0,0,0,0,0,0,Retail ,Everything Else,,,
2012,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2011,CA,0,0,0,0,0,0,1,0,Information ,Everything Else,,,
2012,CA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2015,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,GA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,TX,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2011,NA,0,1,0,0,0,0,0,0,Other Services ,Web Applications,,,
2012,GA,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2010,OH,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2012,DC,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2011,AZ,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2011,MA,0,0,1,0,0,0,0,0,Retail ,Everything Else,,,
2012,UT,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2012,NC,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2003,CA,1,0,0,0,0,0,0,0,Educational ,Crimeware,,,
2013,CA,0,0,0,1,0,0,0,0,Finance ,Payment Card Skimmers,,,
2013,NY,0,0,0,1,0,0,0,0,Finance ,Lost and Stolen Assets,,,
2011,CA,0,0,0,0,0,0,0,1,Finance ,Everything Else,,,
2012,VA,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2012,TN,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2010,NY,0,0,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2012,GA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2011,NA,0,0,0,1,0,0,0,0,Finance ,Payment Card Skimmers,,,
2012,IL,0,0,0,0,0,1,0,0,Transportation ,Miscellaneous Errors,,,
2013,NA,1,0,1,0,0,0,0,0,Educational ,Cyber-Espionage,,,
2013,MA,1,0,0,0,0,0,0,0,Educational ,Crimeware,,,
2013,MO,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2007,WI,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,CA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,CA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,GA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,0,0,0,1,0,0,0,Unknown,Privilege Misuse,,,
2006,DC,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2013,FL,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2010,NY,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2006,NA,0,0,0,0,0,1,0,0,Finance ,Lost and Stolen Assets,,,
2015,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,CA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,PA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,TX,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2013,MA,0,0,0,0,1,0,0,0,Professional ,Privilege Misuse,,,
2011,GA,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2013,NA,1,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2011,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,IL,0,0,0,1,0,0,0,0,Retail ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,CA,0,0,0,1,0,0,0,0,Manufacturing ,Lost and Stolen Assets,,,
2012,NY,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2008,CA,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2012,OR,0,1,0,0,0,0,0,0,Retail ,Web Applications,,,
2013,CT,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
